Store Name,Product,Date,Sales Quantity,Footfall,Space_Allocated,  Price  ,  Cost  ,  Revenue  ,  Total Cost  ,  Profit  ,Sales per sq meter,Profit per sq meter,Conversion rate,Traffic Density
Store A,Fast food,17/01/2023,131,2840,183,14.00,10.00,1834.00,1310.00,524.00,0.715846995,2.86,5%,15.52
Store E,Fast food,17/01/2023,247,2696,52,14.00,10.00,3458.00,2470.00,988.00,4.75,19.00,9%,51.85
Store E,Fast food,17/01/2023,880,2733,81,14.00,10.00,12320.00,8800.00,3520.00,10.86419753,43.46,32%,33.74
Store B,Fast food,17/01/2023,1417,3986,126,14.00,10.00,19838.00,14170.00,5668.00,11.24603175,44.98,36%,31.63
Store B,Fast food,17/01/2023,360,2603,172,14.00,10.00,5040.00,3600.00,1440.00,2.093023256,8.37,14%,15.13
Store C,Fast food,17/01/2023,1146,1336,63,14.00,10.00,16044.00,11460.00,4584.00,18.19047619,72.76,86%,21.21
Store B,Fast food,17/01/2023,1306,2974,172,14.00,10.00,18284.00,13060.00,5224.00,7.593023256,30.37,44%,17.29
Store D,Fast food,17/01/2023,1525,4873,159,14.00,10.00,21350.00,15250.00,6100.00,9.591194969,38.36,31%,30.65
Store A,Fast food,17/01/2023,961,1314,138,14.00,10.00,13454.00,9610.00,3844.00,6.963768116,27.86,73%,9.52
Store A,Fast food,17/01/2023,1510,3192,194,14.00,10.00,21140.00,15100.00,6040.00,7.783505155,31.13,47%,16.45
Store E,Fast food,17/01/2023,1977,3359,31,14.00,10.00,27678.00,19770.00,7908.00,63.77419355,255.10,59%,108.35
Store B,Fast food,17/01/2023,1705,1240,125,14.00,10.00,23870.00,17050.00,6820.00,13.64,54.56,138%,9.92
Store A,Fast food,17/01/2023,1645,981,82,14.00,10.00,23030.00,16450.00,6580.00,20.06097561,80.24,168%,11.96
Store A,Fast food,18/01/2023,1508,2242,163,14.00,10.00,21112.00,15080.00,6032.00,9.251533742,37.01,67%,13.75
Store D,Fast food,18/01/2023,1226,2004,193,14.00,10.00,17164.00,12260.00,4904.00,6.352331606,25.41,61%,10.38
Store B,Fast food,18/01/2023,126,4741,175,14.00,10.00,1764.00,1260.00,504.00,0.72,2.88,3%,27.09
Store E,Fast food,18/01/2023,1386,3539,18,14.00,10.00,19404.00,13860.00,5544.00,77,308.00,39%,196.61
Store B,Fast food,18/01/2023,1780,3526,132,14.00,10.00,24920.00,17800.00,7120.00,13.48484848,53.94,50%,26.71
Store D,Fast food,18/01/2023,1958,2854,13,14.00,10.00,27412.00,19580.00,7832.00,150.6153846,602.46,69%,219.54
Store C,Fast food,18/01/2023,911,2086,198,14.00,10.00,12754.00,9110.00,3644.00,4.601010101,18.40,44%,10.54
Store D,Fast food,18/01/2023,662,3893,180,14.00,10.00,9268.00,6620.00,2648.00,3.677777778,14.71,17%,21.63
Store B,Fast food,18/01/2023,1171,1679,163,14.00,10.00,16394.00,11710.00,4684.00,7.18404908,28.74,70%,10.30
Store C,Fast food,18/01/2023,260,4908,12,14.00,10.00,3640.00,2600.00,1040.00,21.66666667,86.67,5%,409.00
Store D,Fast food,18/01/2023,1016,3453,32,14.00,10.00,14224.00,10160.00,4064.00,31.75,127.00,29%,107.91
Store A,Fast food,18/01/2023,1323,3265,94,14.00,10.00,18522.00,13230.00,5292.00,14.07446809,56.30,41%,34.73
Store D,Fast food,18/01/2023,775,3967,150,14.00,10.00,10850.00,7750.00,3100.00,5.166666667,20.67,20%,26.45
Store A,Fast food,19/01/2023,1476,1259,66,14.00,10.00,20664.00,14760.00,5904.00,22.36363636,89.45,117%,19.08
Store B,Fast food,19/01/2023,515,4986,112,14.00,10.00,7210.00,5150.00,2060.00,4.598214286,18.39,10%,44.52
Store D,Fast food,19/01/2023,331,3159,31,14.00,10.00,4634.00,3310.00,1324.00,10.67741935,42.71,10%,101.90
Store E,Fast food,19/01/2023,1907,1894,114,14.00,10.00,26698.00,19070.00,7628.00,16.72807018,66.91,101%,16.61
Store E,Fast food,19/01/2023,611,2270,105,14.00,10.00,8554.00,6110.00,2444.00,5.819047619,23.28,27%,21.62
Store B,Fast food,19/01/2023,1570,3555,175,14.00,10.00,21980.00,15700.00,6280.00,8.971428571,35.89,44%,20.31
Store C,Fast food,19/01/2023,1364,3868,145,14.00,10.00,19096.00,13640.00,5456.00,9.406896552,37.63,35%,26.68
Store B,Fast food,19/01/2023,315,2026,96,14.00,10.00,4410.00,3150.00,1260.00,3.28125,13.13,16%,21.10
Store B,Fast food,19/01/2023,946,3159,99,14.00,10.00,13244.00,9460.00,3784.00,9.555555556,38.22,30%,31.91
Store B,Fast food,19/01/2023,125,4002,48,14.00,10.00,1750.00,1250.00,500.00,2.604166667,10.42,3%,83.38
Store A,Fast food,19/01/2023,330,2002,38,14.00,10.00,4620.00,3300.00,1320.00,8.684210526,34.74,16%,52.68
Store D,Fast food,19/01/2023,1235,2502,172,14.00,10.00,17290.00,12350.00,4940.00,7.180232558,28.72,49%,14.55
Store D,Fast food,19/01/2023,1671,4635,162,14.00,10.00,23394.00,16710.00,6684.00,10.31481481,41.26,36%,28.61
Store E,Fast food,19/01/2023,343,2491,198,14.00,10.00,4802.00,3430.00,1372.00,1.732323232,6.93,14%,12.58
Store D,Fast food,19/01/2023,822,1249,24,14.00,10.00,11508.00,8220.00,3288.00,34.25,137.00,66%,52.04
Store D,Fast food,19/01/2023,114,4649,152,14.00,10.00,1596.00,1140.00,456.00,0.75,3.00,2%,30.59
Store D,Fast food,20/01/2023,1010,2400,12,14.00,10.00,14140.00,10100.00,4040.00,84.16666667,336.67,42%,200.00
Store B,Fast food,20/01/2023,891,2685,19,14.00,10.00,12474.00,8910.00,3564.00,46.89473684,187.58,33%,141.32
Store B,Fast food,20/01/2023,1326,3458,179,14.00,10.00,18564.00,13260.00,5304.00,7.407821229,29.63,38%,19.32
Store B,Fast food,20/01/2023,933,1400,43,14.00,10.00,13062.00,9330.00,3732.00,21.69767442,86.79,67%,32.56
Store C,Fast food,20/01/2023,1417,3897,53,14.00,10.00,19838.00,14170.00,5668.00,26.73584906,106.94,36%,73.53
Store A,Fast food,20/01/2023,1465,4090,109,14.00,10.00,20510.00,14650.00,5860.00,13.44036697,53.76,36%,37.52
Store A,Fast food,20/01/2023,853,2246,82,14.00,10.00,11942.00,8530.00,3412.00,10.40243902,41.61,38%,27.39
Store C,Fast food,20/01/2023,714,606,104,14.00,10.00,9996.00,7140.00,2856.00,6.865384615,27.46,118%,5.83
Store D,Fast food,20/01/2023,1393,1051,142,14.00,10.00,19502.00,13930.00,5572.00,9.809859155,39.24,133%,7.40
Store B,Fast food,20/01/2023,1153,4247,16,14.00,10.00,16142.00,11530.00,4612.00,72.0625,288.25,27%,265.44
Store E,Fast food,20/01/2023,178,4096,66,14.00,10.00,2492.00,1780.00,712.00,2.696969697,10.79,4%,62.06
Store E,Fast food,20/01/2023,1559,4751,188,14.00,10.00,21826.00,15590.00,6236.00,8.292553191,33.17,33%,25.27
Store D,Fast food,20/01/2023,757,4501,67,14.00,10.00,10598.00,7570.00,3028.00,11.29850746,45.19,17%,67.18
Store A,Fast food,20/01/2023,1633,3588,16,14.00,10.00,22862.00,16330.00,6532.00,102.0625,408.25,46%,224.25
Store B,Fast food,20/01/2023,1210,2791,107,14.00,10.00,16940.00,12100.00,4840.00,11.30841121,45.23,43%,26.08
Store D,Fast food,20/01/2023,1400,1510,106,14.00,10.00,19600.00,14000.00,5600.00,13.20754717,52.83,93%,14.25
Store C,Fast food,21/01/2023,274,891,25,14.00,10.00,3836.00,2740.00,1096.00,10.96,43.84,31%,35.64
Store B,Fast food,21/01/2023,1923,2188,57,14.00,10.00,26922.00,19230.00,7692.00,33.73684211,134.95,88%,38.39
Store D,Fast food,21/01/2023,151,3853,135,14.00,10.00,2114.00,1510.00,604.00,1.118518519,4.47,4%,28.54
Store E,Fast food,21/01/2023,1394,2746,117,14.00,10.00,19516.00,13940.00,5576.00,11.91452991,47.66,51%,23.47
Store C,Fast food,21/01/2023,1521,2992,122,14.00,10.00,21294.00,15210.00,6084.00,12.46721311,49.87,51%,24.52
Store D,Fast food,21/01/2023,1696,2499,168,14.00,10.00,23744.00,16960.00,6784.00,10.0952381,40.38,68%,14.88
Store D,Fast food,21/01/2023,748,3314,183,14.00,10.00,10472.00,7480.00,2992.00,4.087431694,16.35,23%,18.11
Store B,Fast food,21/01/2023,1506,685,184,14.00,10.00,21084.00,15060.00,6024.00,8.184782609,32.74,220%,3.72
Store C,Fast food,21/01/2023,1908,4947,32,14.00,10.00,26712.00,19080.00,7632.00,59.625,238.50,39%,154.59
Store D,Fast food,21/01/2023,1110,2108,139,14.00,10.00,15540.00,11100.00,4440.00,7.985611511,31.94,53%,15.17
Store C,Fast food,21/01/2023,297,4761,79,14.00,10.00,4158.00,2970.00,1188.00,3.759493671,15.04,6%,60.27
Store B,Fast food,21/01/2023,1591,3432,53,14.00,10.00,22274.00,15910.00,6364.00,30.01886792,120.08,46%,64.75
Store B,Fast food,21/01/2023,1891,874,16,14.00,10.00,26474.00,18910.00,7564.00,118.1875,472.75,216%,54.63
Store D,Fast food,21/01/2023,565,1713,171,14.00,10.00,7910.00,5650.00,2260.00,3.304093567,13.22,33%,10.02
Store B,Fast food,21/01/2023,1219,3610,89,14.00,10.00,17066.00,12190.00,4876.00,13.69662921,54.79,34%,40.56
Store E,Fast food,21/01/2023,1650,3848,146,14.00,10.00,23100.00,16500.00,6600.00,11.30136986,45.21,43%,26.36
Store E,Fast food,21/01/2023,710,2759,21,14.00,10.00,9940.00,7100.00,2840.00,33.80952381,135.24,26%,131.38
Store B,Fast food,21/01/2023,1898,4354,92,14.00,10.00,26572.00,18980.00,7592.00,20.63043478,82.52,44%,47.33
Store B,Fast food,22/01/2023,758,1695,176,14.00,10.00,10612.00,7580.00,3032.00,4.306818182,17.23,45%,9.63
Store E,Fast food,22/01/2023,1436,4338,15,14.00,10.00,20104.00,14360.00,5744.00,95.73333333,382.93,33%,289.20
Store B,Fast food,22/01/2023,330,1193,95,14.00,10.00,4620.00,3300.00,1320.00,3.473684211,13.89,28%,12.56
Store C,Fast food,22/01/2023,1172,4519,80,14.00,10.00,16408.00,11720.00,4688.00,14.65,58.60,26%,56.49
Store C,Fast food,22/01/2023,1766,2574,144,14.00,10.00,24724.00,17660.00,7064.00,12.26388889,49.06,69%,17.88
Store A,Fast food,22/01/2023,932,3198,145,14.00,10.00,13048.00,9320.00,3728.00,6.427586207,25.71,29%,22.06
Store C,Fast food,22/01/2023,1691,4612,118,14.00,10.00,23674.00,16910.00,6764.00,14.33050847,57.32,37%,39.08
Store D,Fast food,22/01/2023,211,3707,183,14.00,10.00,2954.00,2110.00,844.00,1.153005464,4.61,6%,20.26
Store C,Fast food,22/01/2023,1246,3054,130,14.00,10.00,17444.00,12460.00,4984.00,9.584615385,38.34,41%,23.49
Store E,Fast food,23/01/2023,882,1441,89,14.00,10.00,12348.00,8820.00,3528.00,9.91011236,39.64,61%,16.19
Store D,Fast food,23/01/2023,1308,606,89,14.00,10.00,18312.00,13080.00,5232.00,14.69662921,58.79,216%,6.81
Store B,Fast food,23/01/2023,1429,3177,162,14.00,10.00,20006.00,14290.00,5716.00,8.820987654,35.28,45%,19.61
Store C,Fast food,23/01/2023,666,2991,69,14.00,10.00,9324.00,6660.00,2664.00,9.652173913,38.61,22%,43.35
Store C,Fast food,23/01/2023,1890,1644,140,14.00,10.00,26460.00,18900.00,7560.00,13.5,54.00,115%,11.74
Store A,Fast food,23/01/2023,238,3387,45,14.00,10.00,3332.00,2380.00,952.00,5.288888889,21.16,7%,75.27
Store D,Fast food,23/01/2023,934,1014,82,14.00,10.00,13076.00,9340.00,3736.00,11.3902439,45.56,92%,12.37
Store E,Fast food,23/01/2023,875,3717,153,14.00,10.00,12250.00,8750.00,3500.00,5.718954248,22.88,24%,24.29
Store D,Fast food,23/01/2023,1449,1890,187,14.00,10.00,20286.00,14490.00,5796.00,7.748663102,30.99,77%,10.11
Store A,Fast food,23/01/2023,1898,868,125,14.00,10.00,26572.00,18980.00,7592.00,15.184,60.74,219%,6.94
Store D,Fast food,23/01/2023,1343,2603,182,14.00,10.00,18802.00,13430.00,5372.00,7.379120879,29.52,52%,14.30
Store C,Fast food,23/01/2023,763,4365,32,14.00,10.00,10682.00,7630.00,3052.00,23.84375,95.38,17%,136.41
Store D,Fast food,23/01/2023,1383,1138,186,14.00,10.00,19362.00,13830.00,5532.00,7.435483871,29.74,122%,6.12
Store B,Fast food,24/01/2023,1047,2674,75,14.00,10.00,14658.00,10470.00,4188.00,13.96,55.84,39%,35.65
Store C,Fast food,24/01/2023,963,3974,95,14.00,10.00,13482.00,9630.00,3852.00,10.13684211,40.55,24%,41.83
Store B,Fast food,24/01/2023,1747,1442,181,14.00,10.00,24458.00,17470.00,6988.00,9.651933702,38.61,121%,7.97
Store A,Fast food,24/01/2023,1589,2735,42,14.00,10.00,22246.00,15890.00,6356.00,37.83333333,151.33,58%,65.12
Store D,Fast food,24/01/2023,1014,1244,68,14.00,10.00,14196.00,10140.00,4056.00,14.91176471,59.65,82%,18.29
Store B,Fast food,24/01/2023,144,2148,69,14.00,10.00,2016.00,1440.00,576.00,2.086956522,8.35,7%,31.13
Store E,Fast food,24/01/2023,970,2794,165,14.00,10.00,13580.00,9700.00,3880.00,5.878787879,23.52,35%,16.93
Store D,Fast food,24/01/2023,1153,2667,87,14.00,10.00,16142.00,11530.00,4612.00,13.25287356,53.01,43%,30.66
Store E,Fast food,24/01/2023,1936,3795,166,14.00,10.00,27104.00,19360.00,7744.00,11.6626506,46.65,51%,22.86
Store B,Fast food,24/01/2023,293,3915,74,14.00,10.00,4102.00,2930.00,1172.00,3.959459459,15.84,7%,52.91
Store A,Fast food,24/01/2023,820,3833,14,14.00,10.00,11480.00,8200.00,3280.00,58.57142857,234.29,21%,273.79
Store A,Fast food,24/01/2023,1764,3999,104,14.00,10.00,24696.00,17640.00,7056.00,16.96153846,67.85,44%,38.45
Store E,Fast food,25/01/2023,1712,3184,152,14.00,10.00,23968.00,17120.00,6848.00,11.26315789,45.05,54%,20.95
Store A,Fast food,25/01/2023,1713,3125,199,14.00,10.00,23982.00,17130.00,6852.00,8.608040201,34.43,55%,15.70
Store B,Fast food,25/01/2023,1718,3957,17,14.00,10.00,24052.00,17180.00,6872.00,101.0588235,404.24,43%,232.76
Store A,Fast food,25/01/2023,713,4756,130,14.00,10.00,9982.00,7130.00,2852.00,5.484615385,21.94,15%,36.58
Store A,Fast food,25/01/2023,1351,4147,88,14.00,10.00,18914.00,13510.00,5404.00,15.35227273,61.41,33%,47.13
Store C,Fast food,25/01/2023,1400,709,19,14.00,10.00,19600.00,14000.00,5600.00,73.68421053,294.74,197%,37.32
Store A,Fast food,25/01/2023,465,590,83,14.00,10.00,6510.00,4650.00,1860.00,5.602409639,22.41,79%,7.11
Store E,Fast food,25/01/2023,1692,2171,150,14.00,10.00,23688.00,16920.00,6768.00,11.28,45.12,78%,14.47
Store E,Fast food,25/01/2023,402,860,127,14.00,10.00,5628.00,4020.00,1608.00,3.165354331,12.66,47%,6.77
Store E,Fast food,25/01/2023,1201,2270,120,14.00,10.00,16814.00,12010.00,4804.00,10.00833333,40.03,53%,18.92
Store C,Fast food,25/01/2023,1092,3719,71,14.00,10.00,15288.00,10920.00,4368.00,15.38028169,61.52,29%,52.38
Store C,Fast food,26/01/2023,1062,1523,179,14.00,10.00,14868.00,10620.00,4248.00,5.932960894,23.73,70%,8.51
Store C,Fast food,26/01/2023,471,525,79,14.00,10.00,6594.00,4710.00,1884.00,5.962025316,23.85,90%,6.65
Store C,Fast food,26/01/2023,744,4426,86,14.00,10.00,10416.00,7440.00,2976.00,8.651162791,34.60,17%,51.47
Store E,Fast food,26/01/2023,252,4219,31,14.00,10.00,3528.00,2520.00,1008.00,8.129032258,32.52,6%,136.10
Store A,Fast food,26/01/2023,1515,2958,80,14.00,10.00,21210.00,15150.00,6060.00,18.9375,75.75,51%,36.98
Store A,Fast food,26/01/2023,1577,3692,87,14.00,10.00,22078.00,15770.00,6308.00,18.12643678,72.51,43%,42.44
Store E,Fast food,26/01/2023,810,4145,142,14.00,10.00,11340.00,8100.00,3240.00,5.704225352,22.82,20%,29.19
Store C,Fast food,26/01/2023,1817,3820,135,14.00,10.00,25438.00,18170.00,7268.00,13.45925926,53.84,48%,28.30
Store E,Fast food,26/01/2023,874,3353,127,14.00,10.00,12236.00,8740.00,3496.00,6.881889764,27.53,26%,26.40
Store E,Fast food,26/01/2023,232,1585,31,14.00,10.00,3248.00,2320.00,928.00,7.483870968,29.94,15%,51.13
Store C,Fast food,26/01/2023,864,3807,111,14.00,10.00,12096.00,8640.00,3456.00,7.783783784,31.14,23%,34.30
Store D,Fast food,26/01/2023,363,595,42,14.00,10.00,5082.00,3630.00,1452.00,8.642857143,34.57,61%,14.17
Store D,Fast food,26/01/2023,1243,3472,105,14.00,10.00,17402.00,12430.00,4972.00,11.83809524,47.35,36%,33.07
Store B,Fast food,26/01/2023,884,2852,29,14.00,10.00,12376.00,8840.00,3536.00,30.48275862,121.93,31%,98.34
Store C,Fast food,26/01/2023,1929,4230,18,14.00,10.00,27006.00,19290.00,7716.00,107.1666667,428.67,46%,235.00
Store E,Fast food,26/01/2023,1290,1342,50,14.00,10.00,18060.00,12900.00,5160.00,25.8,103.20,96%,26.84
Store C,Fast food,26/01/2023,1647,4238,176,14.00,10.00,23058.00,16470.00,6588.00,9.357954545,37.43,39%,24.08
Store E,Fast food,27/01/2023,1193,2126,116,14.00,10.00,16702.00,11930.00,4772.00,10.28448276,41.14,56%,18.33
Store A,Fast food,27/01/2023,1371,4189,140,14.00,10.00,19194.00,13710.00,5484.00,9.792857143,39.17,33%,29.92
Store D,Fast food,27/01/2023,605,1628,123,14.00,10.00,8470.00,6050.00,2420.00,4.918699187,19.67,37%,13.24
Store A,Fast food,27/01/2023,134,760,67,14.00,10.00,1876.00,1340.00,536.00,2,8.00,18%,11.34
Store A,Fast food,27/01/2023,1869,739,168,14.00,10.00,26166.00,18690.00,7476.00,11.125,44.50,253%,4.40
Store C,Fast food,27/01/2023,946,2360,106,14.00,10.00,13244.00,9460.00,3784.00,8.924528302,35.70,40%,22.26
Store C,Fast food,27/01/2023,1956,4999,141,14.00,10.00,27384.00,19560.00,7824.00,13.87234043,55.49,39%,35.45
Store C,Fast food,27/01/2023,1942,1537,16,14.00,10.00,27188.00,19420.00,7768.00,121.375,485.50,126%,96.06
Store E,Fast food,27/01/2023,149,4578,104,14.00,10.00,2086.00,1490.00,596.00,1.432692308,5.73,3%,44.02
Store B,Fast food,27/01/2023,430,1753,37,14.00,10.00,6020.00,4300.00,1720.00,11.62162162,46.49,25%,47.38
Store E,Fast food,27/01/2023,1794,1014,72,14.00,10.00,25116.00,17940.00,7176.00,24.91666667,99.67,177%,14.08
Store D,Fast food,27/01/2023,626,507,141,14.00,10.00,8764.00,6260.00,2504.00,4.439716312,17.76,123%,3.60
Store B,Fast food,27/01/2023,1204,1875,166,14.00,10.00,16856.00,12040.00,4816.00,7.253012048,29.01,64%,11.30
Store A,Fast food,27/01/2023,996,1827,56,14.00,10.00,13944.00,9960.00,3984.00,17.78571429,71.14,55%,32.63
Store B,Fast food,27/01/2023,922,875,168,14.00,10.00,12908.00,9220.00,3688.00,5.488095238,21.95,105%,5.21
Store E,Fast food,28/01/2023,392,2486,66,14.00,10.00,5488.00,3920.00,1568.00,5.939393939,23.76,16%,37.67
Store A,Fast food,28/01/2023,1789,3716,89,14.00,10.00,25046.00,17890.00,7156.00,20.1011236,80.40,48%,41.75
Store A,Fast food,28/01/2023,1897,1845,27,14.00,10.00,26558.00,18970.00,7588.00,70.25925926,281.04,103%,68.33
Store A,Fast food,28/01/2023,434,4171,43,14.00,10.00,6076.00,4340.00,1736.00,10.09302326,40.37,10%,97.00
Store B,Fast food,28/01/2023,1442,4307,140,14.00,10.00,20188.00,14420.00,5768.00,10.3,41.20,33%,30.76
Store C,Fast food,28/01/2023,1081,1594,78,14.00,10.00,15134.00,10810.00,4324.00,13.85897436,55.44,68%,20.44
Store D,Fast food,28/01/2023,1116,4076,156,14.00,10.00,15624.00,11160.00,4464.00,7.153846154,28.62,27%,26.13
Store C,Fast food,28/01/2023,1535,4690,174,14.00,10.00,21490.00,15350.00,6140.00,8.82183908,35.29,33%,26.95
Store A,Fast food,28/01/2023,854,924,150,14.00,10.00,11956.00,8540.00,3416.00,5.693333333,22.77,92%,6.16
Store B,Fast food,28/01/2023,126,579,162,14.00,10.00,1764.00,1260.00,504.00,0.777777778,3.11,22%,3.57
Store E,Fast food,28/01/2023,377,1567,101,14.00,10.00,5278.00,3770.00,1508.00,3.732673267,14.93,24%,15.51
Store A,Fast food,28/01/2023,1691,4907,74,14.00,10.00,23674.00,16910.00,6764.00,22.85135135,91.41,34%,66.31
Store A,Fast food,28/01/2023,1124,4166,45,14.00,10.00,15736.00,11240.00,4496.00,24.97777778,99.91,27%,92.58
Store C,Fast food,28/01/2023,1950,3727,151,14.00,10.00,27300.00,19500.00,7800.00,12.91390728,51.66,52%,24.68
Store A,Fast food,28/01/2023,1102,2601,15,14.00,10.00,15428.00,11020.00,4408.00,73.46666667,293.87,42%,173.40
Store E,Fast food,28/01/2023,1368,2803,10,14.00,10.00,19152.00,13680.00,5472.00,136.8,547.20,49%,280.30
Store D,Fast food,29/01/2023,1676,4057,29,14.00,10.00,23464.00,16760.00,6704.00,57.79310345,231.17,41%,139.90
Store C,Fast food,29/01/2023,660,4196,63,14.00,10.00,9240.00,6600.00,2640.00,10.47619048,41.90,16%,66.60
Store E,Fast food,29/01/2023,1240,2928,148,14.00,10.00,17360.00,12400.00,4960.00,8.378378378,33.51,42%,19.78
Store B,Fast food,29/01/2023,1784,2562,54,14.00,10.00,24976.00,17840.00,7136.00,33.03703704,132.15,70%,47.44
Store A,Fast food,29/01/2023,617,3830,173,14.00,10.00,8638.00,6170.00,2468.00,3.566473988,14.27,16%,22.14
Store C,Fast food,29/01/2023,1918,2742,101,14.00,10.00,26852.00,19180.00,7672.00,18.99009901,75.96,70%,27.15
Store B,Fast food,29/01/2023,1500,4352,141,14.00,10.00,21000.00,15000.00,6000.00,10.63829787,42.55,34%,30.87
Store B,Fast food,29/01/2023,1936,3126,173,14.00,10.00,27104.00,19360.00,7744.00,11.19075145,44.76,62%,18.07
Store B,Fast food,29/01/2023,968,2810,181,14.00,10.00,13552.00,9680.00,3872.00,5.348066298,21.39,34%,15.52
Store B,Fast food,29/01/2023,1521,2413,78,14.00,10.00,21294.00,15210.00,6084.00,19.5,78.00,63%,30.94
Store D,Fast food,29/01/2023,1293,2795,26,14.00,10.00,18102.00,12930.00,5172.00,49.73076923,198.92,46%,107.50
Store C,Fast food,29/01/2023,1292,2826,102,14.00,10.00,18088.00,12920.00,5168.00,12.66666667,50.67,46%,27.71
Store D,Fast food,29/01/2023,1137,2127,48,14.00,10.00,15918.00,11370.00,4548.00,23.6875,94.75,53%,44.31
Store C,Fast food,29/01/2023,1841,4386,191,14.00,10.00,25774.00,18410.00,7364.00,9.638743455,38.55,42%,22.96
Store B,Fast food,29/01/2023,1083,2438,162,14.00,10.00,15162.00,10830.00,4332.00,6.685185185,26.74,44%,15.05
Store D,Fast food,29/01/2023,1364,3520,144,14.00,10.00,19096.00,13640.00,5456.00,9.472222222,37.89,39%,24.44
Store E,Fast food,29/01/2023,1350,4532,17,14.00,10.00,18900.00,13500.00,5400.00,79.41176471,317.65,30%,266.59
Store D,Fast food,29/01/2023,988,614,178,14.00,10.00,13832.00,9880.00,3952.00,5.550561798,22.20,161%,3.45
Store E,Fast food,30/01/2023,1584,4098,83,14.00,10.00,22176.00,15840.00,6336.00,19.08433735,76.34,39%,49.37
Store D,Fast food,30/01/2023,1299,1488,18,14.00,10.00,18186.00,12990.00,5196.00,72.16666667,288.67,87%,82.67
Store D,Grains & Raw food items,30/01/2023,823,3134,72,19.00,10.00,15637.00,8230.00,7407.00,11.43055556,102.88,26%,43.53
Store A,Grains & Raw food items,30/01/2023,990,3370,54,19.00,10.00,18810.00,9900.00,8910.00,18.33333333,165.00,29%,62.41
Store B,Grains & Raw food items,30/01/2023,825,1304,48,19.00,10.00,15675.00,8250.00,7425.00,17.1875,154.69,63%,27.17
Store E,Grains & Raw food items,30/01/2023,1752,4450,50,19.00,10.00,33288.00,17520.00,15768.00,35.04,315.36,39%,89.00
Store B,Grains & Raw food items,30/01/2023,946,4147,153,19.00,10.00,17974.00,9460.00,8514.00,6.183006536,55.65,23%,27.10
Store D,Grains & Raw food items,30/01/2023,147,4071,133,19.00,10.00,2793.00,1470.00,1323.00,1.105263158,9.95,4%,30.61
Store E,Grains & Raw food items,30/01/2023,381,2417,105,19.00,10.00,7239.00,3810.00,3429.00,3.628571429,32.66,16%,23.02
Store C,Grains & Raw food items,30/01/2023,468,1863,68,19.00,10.00,8892.00,4680.00,4212.00,6.882352941,61.94,25%,27.40
Store B,Grains & Raw food items,31/01/2023,1384,4840,30,19.00,10.00,26296.00,13840.00,12456.00,46.13333333,415.20,29%,161.33
Store B,Grains & Raw food items,31/01/2023,268,1099,156,19.00,10.00,5092.00,2680.00,2412.00,1.717948718,15.46,24%,7.04
Store D,Grains & Raw food items,31/01/2023,1671,4229,176,19.00,10.00,31749.00,16710.00,15039.00,9.494318182,85.45,40%,24.03
Store D,Grains & Raw food items,31/01/2023,520,4269,65,19.00,10.00,9880.00,5200.00,4680.00,8,72.00,12%,65.68
Store B,Grains & Raw food items,31/01/2023,610,3639,152,19.00,10.00,11590.00,6100.00,5490.00,4.013157895,36.12,17%,23.94
Store E,Grains & Raw food items,31/01/2023,1388,3740,172,19.00,10.00,26372.00,13880.00,12492.00,8.069767442,72.63,37%,21.74
Store C,Grains & Raw food items,31/01/2023,1722,3239,65,19.00,10.00,32718.00,17220.00,15498.00,26.49230769,238.43,53%,49.83
Store B,Grains & Raw food items,31/01/2023,875,1096,51,19.00,10.00,16625.00,8750.00,7875.00,17.15686275,154.41,80%,21.49
Store C,Grains & Raw food items,31/01/2023,468,2796,178,19.00,10.00,8892.00,4680.00,4212.00,2.629213483,23.66,17%,15.71
Store A,Grains & Raw food items,31/01/2023,804,2527,20,19.00,10.00,15276.00,8040.00,7236.00,40.2,361.80,32%,126.35
Store E,Grains & Raw food items,31/01/2023,1207,2962,49,19.00,10.00,22933.00,12070.00,10863.00,24.63265306,221.69,41%,60.45
